Grid_Number,hospital
26,83.0
27,100.0
28,95.0
29,106.0
45,91.0
46,136.0
47,142.0
48,146.0
49,133.0
50,121.0
51,144.0
52,141.0
58,162.0
59,179.0
65,142.0
66,175.0
67,136.0
68,112.0
69,138.0
70,150.0
71,157.0
72,144.0
77,123.0
78,166.0
79,169.0
80,127.0
81,113.0
82,121.0
83,131.0
84,149.0
85,169.0
86,130.0
87,119.0
88,110.0
89,140.0
90,139.0
91,120.0
96,94.0
97,137.0
98,149.0
99,130.0
102,161.0
103,179.0
104,150.0
105,126.0
106,120.0
107,128.0
108,152.0
110,136.0
116,111.0
117,121.0
120,110.0
121,151.0
122,164.0
123,149.0
124,130.0
125,121.0
126,120.0
127,154.0
128,129.0
135,133.0
141,150.0
142,149.0
143,119.0
145,126.0
147,131.0
148,138.0
149,135.0
153,125.0
154,166.0
155,141.0
160,130.0
161,140.0
162,113.0
164,145.0
165,146.0
166,143.0
167,136.0
168,110.0
169,100.0
172,131.0
173,143.0
174,173.0
175,149.0
179,156.0
180,139.0
181,126.0
182,120.0
183,115.0
184,135.0
185,130.0
186,134.0
187,125.0
188,85.0
197,141.0
198,179.0
199,157.0
200,171.0
201,135.0
202,147.0
203,167.0
204,132.0
205,117.0
206,113.0
207,73.0
217,149.0
218,156.0
219,125.0
220,133.0
221,127.0
222,142.0
223,183.0
224,163.0
225,146.0
226,113.0
241,131.0
242,149.0
243,175.0
244,160.0
245,110.0
260,76.0
261,98.0
262,149.0
263,126.0
264,102.0
