Grid_Number,doctor
26,2.0
27,9.0
28,6.0
29,3.0
45,14.0
46,8.0
47,35.0
48,8.0
49,5.0
50,8.0
51,17.0
52,11.0
58,19.0
59,10.0
65,10.0
66,14.0
67,19.0
68,5.0
69,2.0
70,8.0
71,17.0
72,5.0
77,9.0
78,7.0
79,18.0
80,18.0
81,14.0
82,7.0
83,9.0
84,16.0
85,9.0
86,21.0
87,1.0
88,7.0
89,26.0
90,15.0
91,25.0
96,11.0
97,16.0
98,9.0
99,4.0
102,12.0
103,21.0
104,7.0
105,11.0
106,4.0
107,6.0
108,23.0
110,5.0
116,19.0
117,16.0
120,6.0
121,34.0
122,13.0
123,13.0
124,15.0
125,17.0
126,5.0
127,13.0
128,23.0
135,3.0
141,19.0
142,14.0
143,10.0
145,10.0
147,15.0
148,3.0
149,22.0
153,25.0
154,1.0
155,3.0
160,7.0
161,10.0
162,12.0
164,12.0
165,12.0
166,17.0
167,13.0
168,16.0
169,5.0
172,16.0
173,13.0
174,17.0
175,18.0
179,18.0
180,9.0
181,10.0
182,27.0
183,21.0
184,20.0
185,20.0
186,2.0
187,5.0
188,7.0
197,30.0
198,16.0
199,12.0
200,1.0
201,4.0
202,9.0
203,17.0
204,11.0
205,2.0
206,3.0
207,3.0
217,26.0
218,15.0
219,33.0
220,18.0
221,3.0
222,10.0
223,9.0
224,4.0
225,2.0
226,6.0
241,7.0
242,8.0
243,6.0
244,25.0
245,6.0
260,0.0
261,3.0
262,6.0
263,17.0
264,11.0
