Grid_Number,Health
571,0.0
572,0.0
573,1.0
574,0.0
575,0.0
576,0.0
577,0.0
578,1.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,1.0
588,9.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,8.0
596,0.0
597,0.0
598,0.0
599,0.0
600,1.0
601,0.0
602,1.0
603,0.0
604,0.0
605,4.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,2.0
612,3.0
613,2.0
614,0.0
615,0.0
616,3.0
617,0.0
618,1.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,1.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,3.0
639,0.0
640,1.0
641,1.0
642,1.0
643,1.0
644,3.0
645,0.0
646,0.0
647,0.0
648,0.0
649,1.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,1.0
656,2.0
657,6.0
658,4.0
659,4.0
660,0.0
661,0.0
662,0.0
663,0.0
664,2.0
665,5.0
666,1.0
667,0.0
668,0.0
669,1.0
670,0.0
671,0.0
672,0.0
673,1.0
674,1.0
675,0.0
676,1.0
677,8.0
678,1.0
679,1.0
680,0.0
681,2.0
682,0.0
683,0.0
684,0.0
685,0.0
686,2.0
687,2.0
688,0.0
689,3.0
690,1.0
691,7.0
692,1.0
693,0.0
694,2.0
695,0.0
696,0.0
697,2.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,3.0
706,6.0
707,16.0
708,2.0
709,0.0
710,0.0
711,1.0
712,0.0
713,0.0
714,2.0
715,0.0
716,1.0
717,0.0
718,0.0
719,0.0
720,1.0
721,1.0
722,0.0
723,0.0
724,0.0
725,2.0
726,1.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,1.0
735,7.0
736,4.0
737,0.0
738,0.0
739,3.0
740,18.0
741,4.0
742,0.0
743,0.0
744,1.0
745,1.0
746,0.0
747,0.0
748,2.0
749,1.0
750,0.0
751,0.0
752,0.0
753,0.0
754,4.0
755,26.0
756,52.0
757,4.0
758,1.0
759,1.0
760,1.0
761,1.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,6.0
786,2.0
787,2.0
788,20.0
789,12.0
790,12.0
791,1.0
792,0.0
793,3.0
794,1.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,2.0
801,0.0
802,2.0
803,11.0
804,9.0
805,31.0
806,2.0
807,1.0
808,0.0
809,0.0
810,0.0
811,1.0
812,0.0
813,2.0
814,6.0
815,1.0
816,0.0
817,2.0
818,0.0
819,0.0
820,3.0
821,1.0
822,0.0
823,0.0
824,0.0
825,0.0
826,4.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,17.0
837,18.0
838,13.0
839,23.0
840,17.0
841,16.0
842,9.0
843,2.0
844,1.0
845,0.0
846,1.0
847,0.0
848,3.0
849,3.0
850,1.0
851,1.0
852,7.0
853,2.0
854,9.0
855,7.0
856,6.0
857,1.0
858,0.0
859,1.0
860,1.0
861,0.0
862,2.0
863,1.0
864,1.0
865,0.0
866,1.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,2.0
874,0.0
875,0.0
876,3.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,1.0
883,2.0
884,0.0
885,6.0
886,46.0
887,22.0
888,30.0
889,35.0
890,46.0
891,16.0
892,2.0
893,4.0
894,0.0
895,1.0
896,1.0
897,1.0
898,1.0
899,3.0
900,5.0
901,2.0
902,1.0
903,11.0
904,13.0
905,5.0
906,1.0
907,4.0
908,6.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,1.0
921,0.0
922,0.0
923,2.0
924,0.0
925,0.0
926,0.0
927,0.0
928,1.0
929,0.0
930,0.0
931,0.0
932,2.0
933,2.0
934,1.0
935,10.0
936,38.0
937,33.0
938,26.0
939,14.0
940,10.0
941,14.0
942,2.0
943,1.0
944,0.0
945,3.0
946,0.0
947,0.0
948,11.0
949,6.0
950,10.0
951,7.0
952,22.0
953,16.0
954,7.0
955,10.0
956,1.0
957,0.0
958,5.0
959,6.0
960,0.0
961,3.0
962,1.0
963,1.0
964,1.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,1.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,3.0
981,8.0
982,13.0
983,16.0
984,5.0
985,50.0
986,18.0
987,10.0
988,4.0
989,1.0
990,31.0
991,14.0
992,2.0
993,0.0
994,4.0
995,2.0
996,0.0
997,8.0
998,17.0
999,11.0
1000,23.0
1001,31.0
1002,52.0
1003,32.0
1004,10.0
1005,1.0
1006,1.0
1007,2.0
1008,7.0
1009,0.0
1010,1.0
1011,5.0
1012,2.0
1013,3.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,11.0
1020,8.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,1.0
1027,0.0
1028,0.0
1029,23.0
1030,53.0
1031,7.0
1032,56.0
1033,11.0
1034,24.0
1035,46.0
1036,31.0
1037,4.0
1038,1.0
1039,29.0
1040,23.0
1041,3.0
1042,6.0
1043,4.0
1044,2.0
1045,7.0
1046,11.0
1047,24.0
1048,55.0
1049,6.0
1050,27.0
1051,17.0
1052,21.0
1053,12.0
1054,4.0
1055,4.0
1056,6.0
1057,8.0
1058,8.0
1059,24.0
1060,0.0
1061,5.0
1062,1.0
1063,0.0
1064,1.0
1065,1.0
1066,4.0
1067,1.0
1068,3.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,1.0
1076,0.0
1077,0.0
1078,4.0
1079,44.0
1080,24.0
1081,20.0
1082,29.0
1083,27.0
1084,5.0
1085,12.0
1086,0.0
1087,1.0
1088,8.0
1089,2.0
1090,0.0
1091,13.0
1092,1.0
1093,6.0
1094,24.0
1095,11.0
1096,12.0
1097,17.0
1098,32.0
1099,34.0
1100,30.0
1101,14.0
1102,7.0
1103,2.0
1104,12.0
1105,7.0
1106,9.0
1107,24.0
1108,13.0
1109,3.0
1110,21.0
1111,5.0
1112,2.0
1113,0.0
1114,2.0
1115,2.0
1116,2.0
1117,2.0
1118,14.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,7.0
1128,19.0
1129,17.0
1130,20.0
1131,14.0
1132,28.0
1133,27.0
1134,17.0
1135,5.0
1136,3.0
1137,19.0
1138,10.0
1139,0.0
1140,2.0
1141,0.0
1142,1.0
1143,4.0
1144,5.0
1145,19.0
1146,25.0
1147,14.0
1148,19.0
1149,32.0
1150,13.0
1151,8.0
1152,12.0
1153,10.0
1154,32.0
1155,31.0
1156,12.0
1157,21.0
1158,20.0
1159,18.0
1160,10.0
1161,0.0
1162,3.0
1163,1.0
1164,0.0
1165,2.0
1166,0.0
1167,0.0
1168,2.0
1169,2.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,2.0
1177,5.0
1178,23.0
1179,43.0
1180,19.0
1181,16.0
1182,21.0
1183,8.0
1184,13.0
1185,3.0
1186,3.0
1187,17.0
1188,8.0
1189,1.0
1190,0.0
1191,1.0
1192,0.0
1193,17.0
1194,31.0
1195,16.0
1196,13.0
1197,29.0
1198,25.0
1199,21.0
1200,29.0
1201,8.0
1202,19.0
1203,9.0
1204,7.0
1205,10.0
1206,12.0
1207,19.0
1208,0.0
1209,2.0
1210,1.0
1211,3.0
1212,0.0
1213,0.0
1214,0.0
1215,2.0
1216,3.0
1217,0.0
1218,0.0
1219,1.0
1220,4.0
1221,1.0
1222,0.0
1223,0.0
1224,0.0
1225,2.0
1226,10.0
1227,21.0
1228,24.0
1229,13.0
1230,63.0
1231,46.0
1232,22.0
1233,31.0
1234,18.0
1235,8.0
1236,3.0
1237,20.0
1238,4.0
1239,0.0
1240,1.0
1241,1.0
1242,6.0
1243,41.0
1244,25.0
1245,32.0
1246,31.0
1247,20.0
1248,30.0
1249,28.0
1250,3.0
1251,29.0
1252,24.0
1253,12.0
1254,30.0
1255,46.0
1256,11.0
1257,17.0
1258,21.0
1259,0.0
1260,1.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,1.0
1266,0.0
1267,0.0
1268,4.0
1269,27.0
1270,23.0
1271,0.0
1272,0.0
1273,0.0
1274,8.0
1275,53.0
1276,43.0
1277,6.0
1278,24.0
1279,7.0
1280,18.0
1281,25.0
1282,23.0
1283,22.0
1284,2.0
1285,3.0
1286,0.0
1287,4.0
1288,0.0
1289,1.0
1290,1.0
1291,3.0
1292,8.0
1293,27.0
1294,25.0
1295,35.0
1296,25.0
1297,35.0
1298,29.0
1299,16.0
1300,22.0
1301,30.0
1302,6.0
1303,25.0
1304,20.0
1305,7.0
1306,21.0
1307,4.0
1308,9.0
1309,2.0
1310,0.0
1311,1.0
1312,1.0
1313,1.0
1314,3.0
1315,0.0
1316,2.0
1317,5.0
1318,12.0
1319,18.0
1320,2.0
1321,0.0
1322,1.0
1323,0.0
1324,1.0
1325,17.0
1326,6.0
1327,9.0
1328,0.0
1329,15.0
1330,23.0
1331,18.0
1332,31.0
1333,0.0
1334,8.0
1335,1.0
1336,0.0
1337,0.0
1338,0.0
1339,1.0
1340,1.0
1341,0.0
1342,1.0
1343,33.0
1344,12.0
1345,18.0
1346,23.0
1347,24.0
1348,17.0
1349,27.0
1350,34.0
1351,5.0
1352,30.0
1353,51.0
1354,16.0
1355,1.0
1356,12.0
1357,6.0
1358,2.0
1359,0.0
1360,1.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,2.0
1366,1.0
1367,4.0
1368,7.0
1369,1.0
1370,0.0
1371,0.0
1372,0.0
1373,1.0
1374,2.0
1375,6.0
1376,1.0
1377,0.0
1378,1.0
1379,0.0
1380,0.0
1381,1.0
1382,1.0
1383,3.0
1384,2.0
1385,1.0
1386,3.0
1387,0.0
1388,1.0
1389,0.0
1390,6.0
1391,3.0
1392,1.0
1393,8.0
1394,35.0
1395,34.0
1396,27.0
1397,13.0
1398,19.0
1399,37.0
1400,9.0
1401,36.0
1402,19.0
1403,32.0
1404,4.0
1405,49.0
1406,10.0
1407,3.0
1408,0.0
1409,3.0
1410,0.0
1411,0.0
1412,0.0
1413,1.0
1414,0.0
1415,1.0
1416,0.0
1417,0.0
1418,3.0
1419,2.0
1420,8.0
1421,0.0
1422,1.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,7.0
1429,1.0
1430,1.0
1431,0.0
1432,0.0
1433,1.0
1434,3.0
1435,36.0
1436,0.0
1437,5.0
1438,3.0
1439,1.0
1440,11.0
1441,2.0
1442,0.0
1443,3.0
1444,20.0
1445,42.0
1446,27.0
1447,26.0
1448,14.0
1449,33.0
1450,19.0
1451,34.0
1452,17.0
1453,9.0
1454,46.0
1455,13.0
1456,3.0
1457,2.0
1458,1.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,2.0
1466,2.0
1467,4.0
1468,10.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,3.0
1474,2.0
1475,0.0
1476,2.0
1477,18.0
1478,3.0
1479,2.0
1480,1.0
1481,4.0
1482,9.0
1483,0.0
1484,5.0
1485,0.0
1486,0.0
1487,1.0
1488,1.0
1489,5.0
1490,35.0
1491,12.0
1492,33.0
1493,11.0
1494,23.0
1495,29.0
1496,22.0
1497,22.0
1498,28.0
1499,19.0
1500,29.0
1501,37.0
1502,6.0
1503,45.0
1504,7.0
1505,1.0
1506,2.0
1507,1.0
1508,0.0
1509,10.0
1510,1.0
1511,0.0
1512,1.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,1.0
1518,0.0
1519,0.0
1520,0.0
1521,2.0
1522,4.0
1523,5.0
1524,0.0
1525,0.0
1526,1.0
1527,2.0
1528,4.0
1529,2.0
1530,0.0
1531,20.0
1532,38.0
1533,1.0
1534,0.0
1535,2.0
1536,1.0
1537,0.0
1538,1.0
1539,2.0
1540,1.0
1541,34.0
1542,13.0
1543,8.0
1544,23.0
1545,32.0
1546,1.0
1547,32.0
1548,14.0
1549,14.0
1550,13.0
1551,16.0
1552,8.0
1553,19.0
1554,8.0
1555,0.0
1556,0.0
1557,1.0
1558,1.0
1559,1.0
1560,1.0
1561,1.0
1562,0.0
1563,0.0
1564,0.0
1565,1.0
1566,2.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,6.0
1575,1.0
1576,1.0
1577,2.0
1578,2.0
1579,16.0
1580,35.0
1581,14.0
1582,4.0
1583,10.0
1584,36.0
1585,3.0
1586,24.0
1587,1.0
1588,0.0
1589,0.0
1590,2.0
1591,1.0
1592,9.0
1593,14.0
1594,6.0
1595,24.0
1596,26.0
1597,27.0
1598,11.0
1599,25.0
1600,26.0
1601,3.0
1602,3.0
1603,15.0
1604,7.0
1605,0.0
1606,1.0
1607,1.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,1.0
1622,0.0
1623,1.0
1624,3.0
1625,3.0
1626,12.0
1627,21.0
1628,40.0
1629,19.0
1630,2.0
1631,0.0
1632,19.0
1633,39.0
1634,19.0
1635,10.0
1636,0.0
1637,1.0
1638,1.0
1639,3.0
1640,4.0
1641,37.0
1642,40.0
1643,8.0
1644,51.0
1645,20.0
1646,16.0
1647,37.0
1648,10.0
1649,24.0
1650,8.0
1651,5.0
1652,6.0
1653,1.0
1654,1.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,1.0
1664,1.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,1.0
1670,0.0
1671,0.0
1672,1.0
1673,1.0
1674,1.0
1675,4.0
1676,10.0
1677,16.0
1678,19.0
1679,3.0
1680,3.0
1681,57.0
1682,14.0
1683,11.0
1684,7.0
1685,2.0
1686,0.0
1687,2.0
1688,1.0
1689,14.0
1690,44.0
1691,0.0
1692,7.0
1693,23.0
1694,18.0
1695,55.0
1696,16.0
1697,38.0
1698,20.0
1699,21.0
1700,2.0
1701,4.0
1702,8.0
1703,6.0
1704,0.0
1705,0.0
1706,1.0
1707,0.0
1708,15.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,5.0
1721,8.0
1722,1.0
1723,4.0
1724,27.0
1725,36.0
1726,2.0
1727,22.0
1728,22.0
1729,13.0
1730,3.0
1731,21.0
1732,7.0
1733,5.0
1734,40.0
1735,7.0
1736,0.0
1737,4.0
1738,87.0
1739,35.0
1740,16.0
1741,22.0
1742,36.0
1743,6.0
1744,12.0
1745,35.0
1746,10.0
1747,1.0
1748,14.0
1749,4.0
1750,4.0
1751,15.0
1752,0.0
1753,0.0
1754,0.0
1755,1.0
1756,0.0
1757,1.0
1758,0.0
1759,1.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,1.0
1765,0.0
1766,0.0
1767,4.0
1768,2.0
1769,1.0
1770,1.0
1771,0.0
1772,5.0
1773,4.0
1774,6.0
1775,6.0
1776,9.0
1777,7.0
1778,5.0
1779,8.0
1780,57.0
1781,5.0
1782,7.0
1783,1.0
1784,7.0
1785,1.0
1786,14.0
1787,11.0
1788,17.0
1789,41.0
1790,23.0
1791,27.0
1792,37.0
1793,14.0
1794,42.0
1795,5.0
1796,3.0
1797,9.0
1798,43.0
1799,13.0
1800,3.0
1801,1.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,1.0
1818,0.0
1819,1.0
1820,1.0
1821,0.0
1822,1.0
1823,10.0
1824,37.0
1825,29.0
1826,33.0
1827,22.0
1828,68.0
1829,49.0
1830,4.0
1831,1.0
1832,3.0
1833,4.0
1834,8.0
1835,30.0
1836,14.0
1837,25.0
1838,19.0
1839,14.0
1840,33.0
1841,22.0
1842,34.0
1843,26.0
1844,17.0
1845,6.0
1846,7.0
1847,17.0
1848,3.0
1849,2.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,1.0
1857,1.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,3.0
1870,1.0
1871,0.0
1872,5.0
1873,6.0
1874,68.0
1875,24.0
1876,36.0
1877,12.0
1878,32.0
1879,13.0
1880,12.0
1881,1.0
1882,2.0
1883,3.0
1884,5.0
1885,35.0
1886,26.0
1887,16.0
1888,25.0
1889,15.0
1890,4.0
1891,3.0
1892,12.0
1893,13.0
1894,12.0
1895,3.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,1.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,1.0
1914,3.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,1.0
1920,10.0
1921,13.0
1922,9.0
1923,7.0
1924,14.0
1925,8.0
1926,11.0
1927,27.0
1928,14.0
1929,19.0
1930,8.0
1931,8.0
1932,4.0
1933,19.0
1934,16.0
1935,13.0
1936,50.0
1937,10.0
1938,19.0
1939,6.0
1940,2.0
1941,11.0
1942,9.0
1943,17.0
1944,2.0
1945,0.0
1946,1.0
1947,0.0
1948,0.0
1949,0.0
1950,0.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,2.0
1969,15.0
1970,35.0
1971,31.0
1972,11.0
1973,7.0
1974,27.0
1975,15.0
1976,31.0
1977,19.0
1978,5.0
1979,7.0
1980,11.0
1981,1.0
1982,13.0
1983,48.0
1984,31.0
1985,20.0
1986,8.0
1987,2.0
1988,1.0
1989,1.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,0.0
2001,0.0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.0
2007,0.0
2008,0.0
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,9.0
2019,22.0
2020,48.0
2021,20.0
2022,61.0
2023,27.0
2024,29.0
2025,31.0
2026,22.0
2027,59.0
2028,8.0
2029,0.0
2030,0.0
2031,4.0
2032,6.0
2033,62.0
2034,1.0
2035,1.0
2036,0.0
2037,0.0
2038,1.0
2039,0.0
2040,3.0
2041,7.0
2042,9.0
2043,2.0
2044,1.0
2045,2.0
2046,0.0
2047,0.0
2048,1.0
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,0.0
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,1.0
2068,12.0
2069,13.0
2070,34.0
2071,36.0
2072,64.0
2073,13.0
2074,18.0
2075,34.0
2076,25.0
2077,2.0
2078,1.0
2079,0.0
2080,0.0
2081,4.0
2082,1.0
2083,0.0
2084,15.0
2085,7.0
2086,10.0
2087,11.0
2088,24.0
2089,4.0
2090,2.0
2091,6.0
2092,5.0
2093,2.0
2094,5.0
2095,1.0
2096,0.0
2097,0.0
2098,0.0
2099,0.0
2100,0.0
2101,0.0
2102,0.0
2103,1.0
2104,1.0
2105,0.0
2106,0.0
2107,0.0
2108,0.0
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,2.0
2114,1.0
2115,0.0
2116,0.0
2117,1.0
2118,5.0
2119,5.0
2120,22.0
2121,13.0
2122,7.0
2123,18.0
2124,25.0
2125,6.0
2126,0.0
2127,1.0
2128,0.0
2129,1.0
2130,1.0
2131,0.0
2132,9.0
2133,27.0
2134,26.0
2135,35.0
2136,29.0
2137,39.0
2138,47.0
2139,21.0
