Grid_Number,hospital
19,30.0
32,30.0
45,30.0
46,35.0
59,77.0
60,76.0
74,128.0
75,111.0
85,117.0
86,127.0
99,107.0
100,141.0
101,172.0
102,164.0
113,142.0
114,174.0
115,160.0
116,193.0
117,175.0
118,155.0
119,154.0
120,138.0
121,145.0
122,122.0
127,145.0
128,144.0
129,168.0
130,171.0
131,158.0
132,195.0
133,165.0
134,177.0
135,158.0
136,145.0
137,116.0
143,141.0
144,150.0
145,131.0
146,157.0
147,152.0
148,164.0
149,175.0
150,151.0
151,117.0
152,103.0
153,52.0
158,93.0
159,90.0
160,118.0
161,136.0
162,151.0
163,115.0
164,138.0
165,127.0
166,105.0
167,59.0
174,65.0
175,92.0
176,113.0
