Grid_Number,doctor
891,0.0
892,0.0
926,0.0
927,0.0
961,0.0
962,1.0
996,0.0
997,0.0
1031,0.0
1032,0.0
1065,2.0
1066,1.0
1067,1.0
1174,20.0
1215,3.0
1245,2.0
1250,4.0
1281,1.0
1282,0.0
1283,1.0
1284,9.0
1285,4.0
1286,7.0
1287,0.0
1288,0.0
1289,1.0
1316,0.0
1317,0.0
1318,3.0
1319,8.0
1320,5.0
1321,12.0
1322,10.0
1323,5.0
1324,1.0
1352,0.0
1353,0.0
1354,20.0
1355,7.0
1356,17.0
1357,19.0
1358,25.0
1359,5.0
1360,0.0
1389,4.0
1390,19.0
1391,15.0
1392,18.0
1393,4.0
1394,6.0
1395,5.0
1396,0.0
1420,2.0
1421,5.0
1422,5.0
1423,6.0
1424,1.0
1425,23.0
1426,5.0
1427,1.0
1428,2.0
1430,18.0
1431,8.0
1454,8.0
1455,14.0
1456,35.0
1457,3.0
1458,37.0
1459,3.0
1460,14.0
1461,31.0
1462,14.0
1465,23.0
1489,1.0
1491,25.0
1492,14.0
1493,9.0
1494,13.0
1495,17.0
1496,2.0
1497,5.0
1498,0.0
1509,4.0
1524,11.0
1526,19.0
1527,7.0
1528,11.0
1529,5.0
1530,11.0
1531,21.0
1532,10.0
1533,2.0
1534,2.0
1535,13.0
1544,2.0
1562,12.0
1563,21.0
1564,8.0
1565,7.0
1567,4.0
1568,7.0
1569,1.0
1571,5.0
1597,12.0
1598,9.0
1599,8.0
1602,9.0
1603,19.0
1604,11.0
1605,3.0
1632,22.0
1635,2.0
1637,17.0
1638,10.0
1639,9.0
1667,9.0
1668,4.0
