Grid_Number,hospital
891,8.0
892,11.0
926,14.0
927,15.0
961,18.0
962,20.0
996,25.0
997,22.0
1031,47.0
1032,20.0
1065,47.0
1066,47.0
1067,14.0
1174,22.0
1215,34.0
1245,20.0
1250,59.0
1281,19.0
1282,32.0
1283,53.0
1284,93.0
1285,83.0
1286,76.0
1287,53.0
1288,49.0
1289,38.0
1316,13.0
1317,38.0
1318,75.0
1319,113.0
1320,143.0
1321,126.0
1322,118.0
1323,95.0
1324,68.0
1352,37.0
1353,77.0
1354,119.0
1355,159.0
1356,164.0
1357,136.0
1358,112.0
1359,90.0
1360,60.0
1389,138.0
1390,173.0
1391,188.0
1392,150.0
1393,120.0
1394,92.0
1395,61.0
1396,41.0
1420,60.0
1421,69.0
1422,79.0
1423,63.0
1424,133.0
1425,162.0
1426,175.0
1427,145.0
1428,85.0
1430,50.0
1431,45.0
1454,71.0
1455,103.0
1456,87.0
1457,117.0
1458,104.0
1459,129.0
1460,151.0
1461,149.0
1462,94.0
1465,51.0
1489,66.0
1491,89.0
1492,125.0
1493,146.0
1494,126.0
1495,140.0
1496,148.0
1497,86.0
1498,52.0
1509,44.0
1524,52.0
1526,88.0
1527,117.0
1528,136.0
1529,156.0
1530,123.0
1531,111.0
1532,89.0
1533,51.0
1534,38.0
1535,44.0
1544,44.0
1562,120.0
1563,127.0
1564,169.0
1565,137.0
1567,96.0
1568,73.0
1569,59.0
1571,54.0
1597,109.0
1598,137.0
1599,134.0
1602,114.0
1603,104.0
1604,72.0
1605,53.0
1632,83.0
1635,88.0
1637,103.0
1638,104.0
1639,75.0
1667,56.0
1668,56.0
