Grid_Number,hospital
0,84.0
1,105.0
2,123.0
3,118.0
4,119.0
5,130.0
6,136.0
7,126.0
8,140.0
9,127.0
10,105.0
11,86.0
12,66.0
13,41.0
14,112.0
15,153.0
16,198.0
17,212.0
18,209.0
19,208.0
20,195.0
21,194.0
22,192.0
23,190.0
24,144.0
25,112.0
26,89.0
27,60.0
28,144.0
29,214.0
30,242.0
31,271.0
32,295.0
33,290.0
34,271.0
35,259.0
36,244.0
37,240.0
38,221.0
39,180.0
40,113.0
41,87.0
42,225.0
43,290.0
44,365.0
45,30.0
46,35.0
47,369.0
48,355.0
49,363.0
50,294.0
51,260.0
52,240.0
53,227.0
54,182.0
55,129.0
56,274.0
57,370.0
58,408.0
59,77.0
60,477.0
61,493.0
62,474.0
63,465.0
64,442.0
65,349.0
66,305.0
67,271.0
68,206.0
69,150.0
70,339.0
71,429.0
72,468.0
73,541.0
74,128.0
75,111.0
76,610.0
77,582.0
78,548.0
79,420.0
80,386.0
81,343.0
82,264.0
83,171.0
84,406.0
85,117.0
86,127.0
87,617.0
88,695.0
89,707.0
90,693.0
91,672.0
92,633.0
93,537.0
94,495.0
95,422.0
96,345.0
97,240.0
98,431.0
99,107.0
100,141.0
101,172.0
102,164.0
103,745.0
104,768.0
105,744.0
106,705.0
107,617.0
108,563.0
109,463.0
110,383.0
111,289.0
112,451.0
113,142.0
114,174.0
115,160.0
116,193.0
117,175.0
118,155.0
119,154.0
120,138.0
121,145.0
122,122.0
123,534.0
124,420.0
125,286.0
126,452.0
127,145.0
128,144.0
129,168.0
130,171.0
131,158.0
132,195.0
133,165.0
134,177.0
135,158.0
136,145.0
137,545.0
138,435.0
139,323.0
140,409.0
141,501.0
142,590.0
143,141.0
144,150.0
145,131.0
146,157.0
147,152.0
148,164.0
149,175.0
150,151.0
151,531.0
152,417.0
153,310.0
154,358.0
155,454.0
156,505.0
157,652.0
158,93.0
159,90.0
160,118.0
161,136.0
162,151.0
163,115.0
164,138.0
165,491.0
166,378.0
167,291.0
168,293.0
169,347.0
170,411.0
171,483.0
172,545.0
173,545.0
174,65.0
175,92.0
176,113.0
177,528.0
178,472.0
179,401.0
180,340.0
181,257.0
182,237.0
183,278.0
184,336.0
185,387.0
186,433.0
187,422.0
188,424.0
189,408.0
190,447.0
191,438.0
192,405.0
193,349.0
194,287.0
195,202.0
