Grid_Number,local_government_office
0,0.0
1,0.0
2,2.0
3,0.0
4,0.0
5,1.0
6,2.0
7,3.0
8,0.0
9,0.0
10,0.0
11,2.0
12,2.0
13,0.0
14,0.0
15,0.0
16,0.0
17,2.0
18,2.0
19,1.0
20,0.0
21,0.0
22,0.0
23,2.0
24,0.0
25,2.0
26,1.0
27,0.0
28,1.0
29,4.0
30,0.0
31,0.0
32,1.0
33,2.0
34,1.0
35,4.0
36,2.0
37,2.0
38,0.0
39,1.0
40,0.0
41,2.0
42,1.0
43,5.0
44,1.0
45,3.0
46,7.0
47,1.0
48,6.0
49,5.0
50,0.0
51,1.0
52,0.0
53,2.0
54,0.0
55,0.0
56,6.0
57,1.0
58,2.0
59,1.0
60,5.0
61,1.0
62,0.0
63,6.0
64,4.0
65,3.0
66,2.0
67,3.0
68,0.0
69,0.0
70,3.0
71,3.0
72,2.0
73,7.0
74,7.0
75,5.0
76,1.0
77,4.0
78,3.0
79,4.0
80,1.0
81,2.0
82,0.0
83,2.0
84,2.0
85,3.0
86,4.0
87,46.0
88,1.0
89,0.0
90,1.0
91,1.0
92,8.0
93,17.0
94,4.0
95,2.0
96,1.0
97,2.0
98,8.0
99,5.0
100,9.0
101,10.0
102,12.0
103,6.0
104,1.0
105,39.0
106,15.0
107,5.0
108,3.0
109,2.0
110,1.0
111,3.0
112,2.0
113,10.0
114,7.0
115,8.0
116,11.0
117,17.0
118,12.0
119,31.0
120,26.0
121,8.0
122,2.0
123,0.0
124,2.0
125,2.0
126,3.0
127,9.0
128,12.0
129,9.0
130,6.0
131,20.0
132,10.0
133,14.0
134,11.0
135,13.0
136,6.0
137,2.0
138,1.0
139,1.0
140,10.0
141,3.0
142,5.0
143,5.0
144,10.0
145,6.0
146,5.0
147,13.0
148,2.0
149,16.0
150,5.0
151,7.0
152,3.0
153,0.0
154,4.0
155,2.0
156,8.0
157,2.0
158,10.0
159,1.0
160,2.0
161,4.0
162,3.0
163,6.0
164,7.0
165,2.0
166,5.0
167,5.0
168,5.0
169,6.0
170,24.0
171,3.0
172,1.0
173,0.0
174,4.0
175,3.0
176,5.0
177,6.0
178,6.0
179,5.0
180,5.0
181,12.0
182,4.0
183,0.0
184,9.0
185,0.0
186,1.0
187,0.0
188,0.0
189,1.0
190,3.0
191,8.0
192,10.0
193,10.0
194,6.0
195,7.0
