Grid_Number,hospital
30,118.0
47,95.0
48,117.0
49,155.0
65,106.0
66,146.0
67,150.0
68,144.0
81,79.0
82,125.0
83,144.0
84,155.0
86,159.0
101,137.0
102,156.0
103,198.0
104,179.0
105,154.0
120,134.0
121,164.0
122,150.0
123,161.0
124,172.0
125,123.0
135,114.0
136,123.0
137,133.0
138,154.0
139,145.0
140,152.0
141,144.0
142,166.0
143,148.0
144,145.0
145,143.0
146,132.0
147,144.0
153,86.0
154,121.0
155,147.0
156,152.0
157,168.0
158,160.0
159,141.0
160,149.0
161,132.0
162,137.0
163,145.0
164,131.0
167,93.0
172,95.0
174,143.0
175,147.0
176,156.0
177,150.0
178,141.0
179,132.0
180,128.0
181,140.0
182,131.0
186,111.0
188,112.0
192,97.0
193,115.0
194,145.0
195,173.0
196,147.0
197,153.0
198,136.0
199,140.0
200,141.0
201,130.0
202,117.0
204,114.0
205,115.0
212,102.0
213,124.0
214,164.0
215,167.0
216,136.0
217,129.0
218,113.0
219,142.0
220,150.0
221,127.0
222,156.0
223,142.0
224,163.0
233,143.0
234,171.0
235,146.0
236,129.0
237,149.0
238,125.0
239,147.0
240,168.0
241,149.0
242,143.0
243,146.0
253,150.0
254,139.0
255,143.0
256,136.0
257,132.0
258,131.0
259,131.0
260,121.0
261,144.0
262,114.0
281,106.0
