Grid_Number,doctor
30,21.0
47,1.0
48,3.0
49,16.0
65,5.0
66,4.0
67,10.0
68,20.0
81,3.0
82,1.0
83,35.0
84,7.0
86,23.0
101,2.0
102,8.0
103,6.0
104,7.0
105,20.0
120,7.0
121,3.0
122,12.0
123,16.0
124,28.0
125,11.0
135,1.0
136,3.0
137,5.0
138,6.0
139,4.0
140,4.0
141,1.0
142,7.0
143,10.0
144,8.0
145,21.0
146,33.0
147,17.0
153,1.0
154,2.0
155,3.0
156,6.0
157,9.0
158,9.0
159,7.0
160,6.0
161,11.0
162,9.0
163,8.0
164,9.0
167,14.0
172,1.0
174,5.0
175,4.0
176,13.0
177,19.0
178,19.0
179,16.0
180,13.0
181,17.0
182,17.0
186,12.0
188,11.0
192,1.0
193,6.0
194,5.0
195,1.0
196,10.0
197,15.0
198,2.0
199,12.0
200,8.0
201,16.0
202,16.0
204,24.0
205,8.0
212,5.0
213,1.0
214,7.0
215,16.0
216,8.0
217,23.0
218,6.0
219,18.0
220,2.0
221,15.0
222,14.0
223,11.0
224,11.0
233,12.0
234,20.0
235,9.0
236,15.0
237,8.0
238,12.0
239,10.0
240,7.0
241,24.0
242,20.0
243,15.0
253,8.0
254,15.0
255,19.0
256,3.0
257,15.0
258,9.0
259,13.0
260,14.0
261,1.0
262,3.0
281,10.0
