Grid_Number,hospital
121,21.0
158,23.0
159,13.0
160,14.0
162,10.0
163,16.0
181,17.0
182,1.0
192,27.0
193,20.0
194,8.0
195,35.0
196,20.0
197,8.0
198,23.0
199,4.0
200,19.0
201,9.0
202,14.0
206,27.0
208,16.0
214,36.0
219,10.0
220,18.0
221,27.0
222,33.0
223,16.0
231,12.0
232,26.0
233,6.0
234,24.0
235,25.0
236,25.0
237,12.0
238,9.0
239,11.0
240,12.0
241,13.0
244,22.0
245,23.0
246,13.0
247,17.0
248,1.0
249,13.0
250,8.0
251,10.0
252,12.0
253,12.0
254,9.0
255,20.0
256,15.0
257,8.0
258,12.0
259,10.0
260,16.0
261,5.0
271,0.0
272,1.0
273,4.0
274,14.0
275,6.0
276,10.0
277,27.0
278,14.0
279,12.0
280,27.0
281,11.0
282,9.0
283,15.0
284,9.0
285,9.0
286,22.0
287,21.0
288,18.0
289,18.0
290,13.0
291,13.0
292,10.0
293,31.0
294,9.0
295,20.0
296,12.0
297,13.0
298,8.0
313,0.0
314,2.0
315,14.0
316,10.0
317,15.0
318,15.0
319,19.0
321,15.0
322,8.0
323,22.0
324,4.0
325,18.0
326,13.0
327,13.0
328,22.0
329,8.0
330,1.0
331,22.0
332,7.0
333,15.0
335,19.0
336,12.0
337,27.0
338,20.0
354,19.0
355,14.0
356,16.0
357,18.0
358,7.0
359,5.0
360,21.0
361,3.0
362,2.0
363,19.0
364,13.0
365,15.0
366,22.0
370,24.0
371,7.0
372,5.0
373,14.0
374,13.0
375,10.0
376,17.0
377,17.0
378,33.0
393,17.0
394,4.0
395,8.0
396,4.0
397,24.0
398,15.0
399,0.0
400,0.0
401,4.0
402,28.0
403,5.0
408,32.0
410,37.0
411,20.0
416,8.0
432,0.0
434,4.0
435,26.0
436,9.0
437,24.0
438,21.0
439,23.0
440,12.0
467,0.0
468,0.0
469,1.0
471,10.0
472,21.0
473,23.0
474,3.0
475,2.0
476,22.0
477,20.0
478,14.0
505,0.0
506,1.0
507,3.0
510,9.0
511,4.0
512,31.0
513,38.0
514,9.0
515,15.0
548,4.0
549,15.0
550,14.0
551,14.0
552,28.0
553,11.0
554,7.0
586,19.0
587,52.0
588,1.0
592,8.0
593,14.0
595,20.0
596,5.0
624,29.0
632,14.0
633,31.0
634,15.0
635,15.0
661,3.0
672,9.0
673,20.0
712,33.0
