Grid_Number,hospital
1097,15.0
1098,27.0
1099,6.0
1103,15.0
1157,9.0
1158,13.0
1159,4.0
1161,13.0
1210,17.0
1211,26.0
1212,12.0
1213,11.0
1214,17.0
1215,12.0
1216,16.0
1217,9.0
1219,4.0
1269,3.0
1270,11.0
1271,12.0
1272,13.0
1273,19.0
1274,14.0
1275,3.0
1276,24.0
1277,20.0
1325,11.0
1326,17.0
1327,17.0
1328,15.0
1329,11.0
1330,11.0
1331,20.0
1332,9.0
1333,9.0
1334,18.0
1335,13.0
1336,6.0
1383,7.0
1384,19.0
1385,11.0
1386,9.0
1387,12.0
1388,9.0
1389,10.0
1390,12.0
1391,11.0
1392,21.0
1393,12.0
1394,7.0
1395,20.0
1440,12.0
1441,19.0
1442,11.0
1443,13.0
1444,11.0
1445,12.0
1446,8.0
1447,8.0
1448,6.0
1449,6.0
1450,9.0
1451,7.0
1500,18.0
1501,8.0
1502,15.0
1504,7.0
1506,20.0
1507,25.0
1508,12.0
1509,13.0
1510,16.0
1559,10.0
1560,6.0
1565,2.0
1566,11.0
1619,9.0
1620,20.0
1621,11.0
1623,27.0
1624,9.0
1625,16.0
1631,31.0
1632,9.0
1676,15.0
1678,9.0
1679,26.0
1680,14.0
1681,18.0
1682,18.0
1686,20.0
1689,9.0
1690,13.0
1691,25.0
1736,10.0
1738,13.0
1739,13.0
1742,26.0
1748,17.0
1749,12.0
1750,9.0
1794,13.0
1795,24.0
1796,14.0
1797,10.0
1800,12.0
1803,18.0
1806,12.0
1807,8.0
1808,10.0
1809,12.0
1810,8.0
1842,1.0
1854,17.0
1855,11.0
1856,24.0
1865,14.0
1866,24.0
1867,25.0
1868,6.0
1901,8.0
1913,12.0
1914,23.0
1984,15.0
2037,7.0
2041,8.0
2043,12.0
2093,16.0
2097,14.0
2098,10.0
2099,9.0
2100,18.0
2101,3.0
2102,23.0
2152,4.0
2159,11.0
2212,4.0
2213,4.0
2214,16.0
2216,8.0
2217,1.0
2218,12.0
2219,30.0
2273,25.0
2275,4.0
2277,6.0
2278,18.0
2279,12.0
2393,11.0
